book_id,bet_id,transaction_id,ticket_id,last_name,first_name,passport_series,passport_number,ban_status
215,101,921,477,Burnett,Michelle,9431,988313,NOT BANNED
752,208,824,583,Weaver,Mark,2447,788642,NOT BANNED
923,171,988,689,Meyers,Jennifer,8449,531259,NOT BANNED
605,222,312,261,Smith,Julia,5457,907682,NOT BANNED
338,426,737,936,Williams,Justin,2624,764142,BANNED
730,126,851,54,Graves,Olivia,5204,520128,NOT BANNED
490,796,537,181,David,Charles,3662,208682,BANNED
106,472,440,232,Thompson,Wendy,9476,850911,BANNED
420,872,684,315,Morrow,Tanya,2838,472262,NOT BANNED
125,914,397,288,Ortiz,Frank,3210,628203,BANNED
908,639,284,820,French,Patricia,8297,126024,BANNED
401,307,294,931,Thompson,Howard,9819,740646,NOT BANNED
431,720,47,505,Meza,Sarah,8489,926995,NOT BANNED
792,121,744,443,Moore,Daniel,8690,328488,BANNED
371,298,861,999,Knight,Claudia,9262,614893,NOT BANNED
196,278,806,908,Ramirez,John,5440,683616,NOT BANNED
129,462,150,537,Byrd,Brian,7119,970997,BANNED
650,972,554,317,French,Dylan,7391,405198,NOT BANNED
701,262,226,225,Long,Wendy,1789,390982,NOT BANNED
502,578,101,645,Anderson,Jennifer,4655,158335,NOT BANNED
670,207,729,687,Hernandez,Arthur,7371,687849,BANNED
467,406,823,169,Andrews,Lisa,4741,427879,NOT BANNED
853,896,713,745,Walsh,Eric,5887,654507,NOT BANNED
643,81,732,548,Smith,Scott,6304,565899,NOT BANNED
946,410,903,410,May,Kenneth,9390,973567,BANNED
426,26,971,28,Myers,Peter,4061,372570,NOT BANNED
747,465,256,657,Davis,Samantha,5347,969656,NOT BANNED
187,689,552,84,Bush,Roger,3775,524313,BANNED
530,801,611,821,Jones,Nicholas,9406,504075,BANNED
227,813,963,97,Manning,Donald,7614,984580,BANNED
164,719,202,230,Stephens,Kim,2783,510909,NOT BANNED
568,943,941,556,Thompson,Terri,2953,605463,BANNED
676,663,575,655,Cole,Andrea,4573,299376,BANNED
481,778,421,312,Robertson,Samantha,3089,695604,NOT BANNED
247,981,458,130,Valdez,Kathryn,2559,470552,BANNED
418,205,646,608,Sandoval,Lisa,9303,817661,NOT BANNED
342,867,612,37,Morris,Marissa,9984,254946,BANNED
534,583,56,390,Young,Brandon,4353,201968,BANNED
96,427,618,336,Whitney,Sherri,8422,850344,NOT BANNED
355,674,991,636,Weber,John,2586,823831,BANNED
54,681,423,214,Gross,Vincent,4767,178853,NOT BANNED
440,544,190,611,Jones,Gregory,4393,576713,NOT BANNED
595,517,43,698,West,David,8110,274781,NOT BANNED
394,716,58,368,Walker,Stacey,5594,641271,BANNED
961,251,500,191,Miller,Maria,6928,134851,NOT BANNED
959,873,827,176,Perez,Brenda,3292,491954,NOT BANNED
438,986,672,910,Paul,Tiffany,2665,103582,BANNED
648,608,486,332,Jacobson,Jennifer,2708,301954,NOT BANNED
548,463,881,705,Hernandez,Michael,9894,965859,BANNED
340,649,15,602,Perez,Beth,4638,261888,BANNED
551,248,134,868,Greer,Jorge,2376,762819,NOT BANNED
103,843,894,68,Arroyo,Dylan,8558,839733,NOT BANNED
540,395,716,6,Wilson,Robert,1882,590750,BANNED
815,314,40,256,Ryan,Adam,2605,726528,BANNED
148,3,728,543,Valencia,Natasha,8249,786601,NOT BANNED
979,58,183,394,Anderson,Edward,5348,762595,NOT BANNED
707,815,482,46,Bennett,Joshua,1260,802937,BANNED
126,635,46,396,Jones,Marcus,2654,530897,NOT BANNED
816,194,91,307,Raymond,Jessica,3873,219934,BANNED
706,435,586,24,Henson,Brent,2777,953698,BANNED
757,371,709,515,Dixon,Tyler,2952,554657,BANNED
830,648,364,333,Sims,Brandon,1326,501735,BANNED
